GEOID,state,county,NAME,median_rent,total_pop,bach_degree,median_income,unemployed,housing_units,vacant_houses,owner_occupied,renter_occupied,poverty_status,poverty_status_for_families,health_insurance_coverage,Ac_Total,Ac_Land,Ac_Water,Ac_Unp,max_walkable,mean_walkable,median_walkable,incarcerated,literacy,numeracy
01001,AL,Autauga County,"Autauga County, Alabama",979,58761,6726,68315,752,24457,2149,16832,5476,43983,15363,57443,386787.8781253,380435.6880523,6352.1900631,373158.784172,10,5.23437500003125,4.666666667,181,261.7,246.8
01003,AL,Baldwin County,"Baldwin County, Alabama",951,233420,33474,71039,3825,125113,34311,70708,20094,177454,61277,230074,1297423.8809672,1017464.3084644,279959.57247970003,932574.2105377,12.5,6.4503546099787235,6.25,1050,270.3,257.1
01005,AL,Barbour County,"Barbour County, Alabama",420,24877,1167,39712,516,11673,2657,5858,3158,16353,5722,21892,578877.0562932,566392.7703395,12484.2859313,534293.3334714,11,5.188405797173913,4.666666667,3044,235.9,215.7
01007,AL,Bibb County,"Bibb County, Alabama",465,22251,1047,50669,786,9046,1830,5465,1751,16055,4871,20850,400739.25951360003,398366.5833125,2372.6761919,318129.7804845,9.5,5.033333333333333,4.833333333,2007,248.1,231.6
01009,AL,Blount County,"Blount County, Alabama",499,59077,3840,57440,1578,24677,3051,17144,4482,43236,15416,58587,416392.987192,412682.665272,3710.3218961000002,412305.399557,8.5,4.666666666657143,4.5,129,258.5,245.8
01011,AL,Bullock County,"Bullock County, Alabama",428,10328,492,36136,144,4541,1091,2231,1219,7224,2248,9640,400083.10575,398591.09293,1492.0127803,395087.57383,7.166666667,3.9761904762857143,3,1528,227.3,203.9
01013,AL,Butler County,"Butler County, Alabama",436,18981,1029,44429,548,9835,2704,5047,2084,14318,4620,18686,497833.2914518,497165.82541479997,667.4660258,497165.8254058,10,4.956140350736842,4.833333333,38,242.9,222.2
01015,AL,Calhoun County,"Calhoun County, Alabama",567,116162,9098,54339,3692,53167,8474,31694,12999,87043,28213,114576,391846.8458656,387748.1507261,4098.6951433,348956.66593794,13,5.670329670318681,5.166666667,469,256.9,241
01017,AL,Chambers County,"Chambers County, Alabama",540,34612,2273,48805,559,16427,3284,9486,3657,26646,8880,34130,385984.3605579,381790.6534959,4193.7070697,381772.6963229,12,5.621212121242424,5.666666667,137,247.2,228.6
01019,AL,Cherokee County,"Cherokee County, Alabama",461,25069,1530,46621,425,14687,4690,7972,2025,19726,6609,24779,383976.513436,354248.322124,29728.1913085,341216.650912,9,4.192982456157894,3.333333333,80,254.7,241.4
01021,AL,Chilton County,"Chilton County, Alabama",554,45140,2504,62471,1056,19546,2615,12700,4231,33036,12257,44781,448503.6035112,443415.2852249,5088.3182882,420146.9993449,9.666666667,4.9611111110333335,4.25,171,249,231.9
01023,AL,Choctaw County,"Choctaw County, Alabama",342,12669,873,43299,249,7138,1910,4286,942,9948,3246,12543,589337.03601,584606.43773,4730.5982898,583692.56323,7.666666667,3.9444444445333335,2.666666667,36,244,224.3
01025,AL,Clarke County,"Clarke County, Alabama",466,23058,1346,47549,1116,11733,3545,5916,2272,17585,5181,22750,801629.9584944,792571.7935684,9058.1648662,765659.1721184,10.5,4.986111111041667,4.916666666499999,100,241.5,219.9
01027,AL,Clay County,"Clay County, Alabama",341,14209,926,48074,315,7040,1555,4297,1188,11020,3934,13919,387832.602824,386526.628165,1305.9746497,313743.257715,6.833333333,3.9743589743076924,3.166666667,76,247.6,233.6
01029,AL,Cleburne County,"Cleburne County, Alabama",519,15144,1172,51553,152,6818,1057,4496,1265,11437,3834,14989,359040.916306,358459.021513,581.8948016,258549.58602000002,8.166666667,4.606060606090909,4.333333333,91,251.6,237.6
01031,AL,Coffee County,"Coffee County, Alabama",663,53559,4786,62199,1095,24155,3792,14145,6218,39095,13698,51466,435507.1049886,434541.6385756,965.4664019,434318.31596680003,10.5,5.686868686878788,5.666666667,241,261.7,247
01033,AL,Colbert County,"Colbert County, Alabama",532,57270,4578,56149,903,27709,4443,16520,6746,44339,14999,56784,399042.4321974,379348.4935078,19693.9386935,332312.4293555,13.16666667,6.742753623217391,6.25,77,259.3,244.5
01035,AL,Conecuh County,"Conecuh County, Alabama",410,11576,642,39888,171,6451,1998,3326,1127,9138,2601,11518,545754.9195364,544116.1409563,1638.7785666,544116.1409563,9.666666667,4.4444444445,3.5,45,232.5,209.4
01037,AL,Coosa County,"Coosa County, Alabama",469,10329,578,52279,178,6045,2046,3249,750,8265,2761,9919,426454.591063,416573.736404,9880.854665,386582.337116,5.166666667,3.4545454545454546,3.333333333,80,242.5,226.5
01039,AL,Covington County,"Covington County, Alabama",469,37542,2585,48772,877,18644,4450,10642,3552,28569,9237,37040,668000.3565521,659543.062547,8457.2940202,583496.27646,10.66666667,5.276315789552632,4.666666666499999,172,256.9,242
01041,AL,Crenshaw County,"Crenshaw County, Alabama",443,13205,1092,48557,332,6553,1714,3609,1230,9734,3012,12929,390996.55031,389665.03663,1331.5136702,389418.38358,7.666666667,4.7833333334,4.25,0,250.4,234.7
01043,AL,Cullman County,"Cullman County, Alabama",577,88284,7463,58119,1789,39182,5533,25640,8009,66409,23598,87442,483203.02575770003,470224.0886375,12978.9371363,470099.5843785,12.33333333,5.330645161112903,4.583333333500001,290,258.5,244.7
01045,AL,Dale County,"Dale County, Alabama",592,49455,4360,52813,1527,22829,3429,11669,7731,36525,12251,46837,360105.6249938,359096.7305277,1008.8944740000001,358938.4858758,12.33333333,5.418604651116279,5,72,259.8,243.2
01047,AL,Dallas County,"Dallas County, Alabama",446,38326,2633,37180,1445,18992,4239,9060,5693,28659,8477,38031,636046.3675263,626378.6349006001,9667.7326434,618913.6185836,13,6.089743589692308,5.666666667,0,237.6,212.4
01049,AL,DeKalb County,"DeKalb County, Alabama",468,71680,3996,47920,1258,30716,5026,18974,6716,49691,18137,70836,498350.79145869997,497332.358195,1018.4332753,487741.3714215,10,5.066037735792452,4.833333333,204,246.9,232.2
01051,AL,Elmore County,"Elmore County, Alabama",730,87694,9637,73258,1700,36787,4603,24812,7372,63276,23733,82845,420496.6922886,395797.0862911,24699.6059856,389709.2908554,8.166666667,5.217391304413043,5.166666666499999,5025,261.8,247.1
01053,AL,Escambia County,"Escambia County, Alabama",455,36755,2168,41153,1313,16715,3693,8744,4278,25903,7845,34273,609996.0178234,604929.2451542,5066.7726506,569603.8857364,10.5,5.833333333366666,5.75,3051,240.3,219.8
01055,AL,Etowah County,"Etowah County, Alabama",534,103348,7840,52177,2847,47412,8621,28454,10337,78926,25321,102350,351114.1961641,342448.9519344,8665.2442373,340478.3793216,12.33333333,6.238955823192771,6.166666667,784,257,241.7
01057,AL,Fayette County,"Fayette County, Alabama",392,16297,943,45650,672,7816,1673,4659,1484,12604,4161,16096,402778.97216350003,401708.8114625,1070.1606950999999,399566.5339865,10.66666667,4.138888889055555,3.1666666665000003,62,252.7,237.7
01059,AL,Franklin County,"Franklin County, Alabama",412,32011,2204,47359,536,13940,2701,8231,3008,22373,7417,31750,413765.3386468,405699.0109174,8066.3277048,397612.0037374,11.5,4.833333333307692,4.833333333500001,88,246.4,230.4
01061,AL,Geneva County,"Geneva County, Alabama",477,26647,1842,47608,437,12494,2103,7870,2521,20328,6912,26330,370520.4770884,367659.5130128,2860.9640773,360799.23579279997,11.33333333,4.8819444443333335,4.166666667,53,251.8,236
01063,AL,Greene County,"Greene County, Alabama",347,7706,579,32796,111,4271,1399,2112,760,5931,1489,7629,422342.875211,414085.746777,8257.1284398,402721.140157,7,3.9333333334000002,3.75,0,228.8,201.4
01065,AL,Hale County,"Hale County, Alabama",343,14742,1079,35851,450,7464,2061,4187,1216,11061,3158,14513,420151.659869,412142.472068,8009.1878068000005,379157.057838,8.666666667,4.564102564153846,4,167,236.8,213.5
01067,AL,Henry County,"Henry County, Alabama",451,17282,1758,58395,412,9110,2424,5454,1232,13468,4351,16997,363709.812266,359512.368311,4197.4439635,357890.859911,8.833333333,4.1770833333125,3.25,55,251.8,236.5
01069,AL,Houston County,"Houston County, Alabama",630,107040,10616,55064,2403,49339,7796,27196,14347,80484,26980,105970,372265.4511019,371099.6105675,1165.8405332,369559.8916347,11.33333333,6.678571428614286,6.5,553,257.2,240.4
01071,AL,Jackson County,"Jackson County, Alabama",445,52618,3874,46748,1312,24706,4036,15733,4937,40826,13916,52083,721114.0898798,689896.7833148,31217.3065942,594696.8548352,12,4.803030303,4.333333333,150,254.7,240
01073,AL,Jefferson County,"Jefferson County, Alabama",829,672265,96805,63595,17733,308428,42634,170356,95438,490181,162227,665054,719407.4205928,711290.2239213,8117.196699,706108.0763636,19.16666667,9.847812097822393,10,3008,262.3,244.3
01075,AL,Lamar County,"Lamar County, Alabama",353,13885,606,49565,284,7104,1936,3858,1310,10670,3510,13727,387488.707577,387093.179795,395.5277809,376795.491675,8.666666667,4.8750000000625,4.5,52,252.5,236.6
01077,AL,Lauderdale County,"Lauderdale County, Alabama",536,94329,10372,56081,1632,44705,6468,25815,12422,72428,24633,93301,460533.8676713,427519.0958627,33014.7717977,396589.626935,13.66666667,6.317351598260274,6.5,144,260,245.2
01079,AL,Lawrence County,"Lawrence County, Alabama",466,33116,2364,54786,423,15270,2441,10191,2638,25473,8804,32852,458999.773011,442028.35642,16971.416592999998,347944.654905,9.166666667,3.7580645161612902,3.333333333,108,249.1,234.5
01081,AL,Lee County,"Lee County, Alabama",778,175126,23707,59288,3196,75473,10307,42517,22649,126087,40425,173839,394134.6876775,388815.4991673,5319.1885132,387427.47094,12,6.3896103896103895,6.5,331,268.6,252.1
01083,AL,Limestone County,"Limestone County, Alabama",645,104199,13776,80146,2078,42616,4044,29968,8604,76686,27092,101214,388591.3374672,358363.6656244,30227.6718292,346985.8179599,11.66666667,5.13565891472093,4.333333333,2576,261,247
01085,AL,Lowndes County,"Lowndes County, Alabama",450,10153,739,33125,302,4823,822,3100,901,7715,2369,9999,464034.82567,458173.16025,5861.6654287,445546.46152,6,3.7638888889166666,3.6666666665000003,34,232,207.9
01087,AL,Macon County,"Macon County, Alabama",430,19198,1275,41206,1010,9662,2531,4489,2642,13320,4210,18946,392444.4938008,389641.047415,2803.4463632,378827.5031879,10,4.63333333335,4.75,51,237.3,213.1
01089,AL,Madison County,"Madison County, Alabama",852,389781,71617,78058,8515,171313,11744,108545,51024,286128,101594,384462,520126.3808726,513007.2655607,7119.1153211,494152.7175756,17.66666667,8.445026178020942,7.5,1012,273.3,259.3
01091,AL,Marengo County,"Marengo County, Alabama",502,19180,1654,42975,220,9834,2455,5038,2341,14471,4175,18950,628895.9043641,625197.652547,3698.251802,624658.15635,10.33333333,5.25694444425,4.833333333,69,243.2,220.8
01093,AL,Marion County,"Marion County, Alabama",390,29203,1476,49743,800,14143,3125,8031,2987,22361,7254,28627,475875.230544,475088.6292113,786.6013372,466448.3815533,9.333333333,4.898809523714285,4.666666666499999,557,258,243.8
01095,AL,Marshall County,"Marshall County, Alabama",524,97923,9437,58272,1641,41328,5398,27083,8847,67561,25208,96810,398826.1512667,362132.9233451,36693.2279193,344401.6634885,11,5.746153846107692,5.333333333,335,255.3,240.3
01097,AL,Mobile County,"Mobile County, Alabama",739,413878,43806,55352,11043,184845,25240,101334,58271,305627,101130,409201,1052172.8079057,786805.5283016,265367.27961789997,738957.8316064,13,7.117100371791822,7.166666667,1328,256,237.5
01099,AL,Monroe County,"Monroe County, Alabama",405,19816,1072,39965,862,10214,2916,5285,2013,15354,4386,19504,662000.5051617,656413.6530227,5586.8521743,650472.2343027,8.833333333,4.301587301571429,3.833333333,55,237.9,213.3
01101,AL,Montgomery County,"Montgomery County, Alabama",761,228132,29456,56707,7127,105488,15767,51349,38372,161002,54071,222283,511932.5132626,502605.7934293,9326.7198182,501238.1457716,19.83333333,11.706030150829147,12.83333333,3752,254.5,234.7
01103,AL,Morgan County,"Morgan County, Alabama",599,123102,13494,61588,2407,53324,5320,34922,13082,88830,31864,121136,383384.0689388,370935.8531669,12448.2157566,358162.1575704,12.33333333,6.202222222186666,6,1205,259.3,245
01105,AL,Perry County,"Perry County, Alabama",369,8479,537,32332,427,3985,910,2157,918,5715,1847,8308,463272.566168,460569.84344799997,2702.7227199,422103.502648,8.5,4.083333333333333,3.6666666665000003,17,229.2,200.3
01107,AL,Pickens County,"Pickens County, Alabama",309,18925,1229,45339,388,8714,1631,5253,1830,13642,4468,17334,569668.05691199994,564048.758492,5619.2983821,564040.890812,7.166666667,4.543859649157895,4.833333333,170,243.7,224.4
01109,AL,Pike County,"Pike County, Alabama",580,32997,3024,42616,717,16049,4053,7561,4435,23805,6552,32754,430691.4687161,430114.0022121,577.4665225,429747.0113755,9.5,5.3623188405217395,4.5,2,249.9,230.8
01111,AL,Randolph County,"Randolph County, Alabama",436,22179,1892,49879,289,12412,3683,6917,1812,16820,6045,21922,373837.9253027,371543.4980319,2294.427282,371543.4980319,9.833333333,4.759259259277778,4.416666666499999,48,250.5,234.8
01113,AL,Russell County,"Russell County, Alabama",680,58849,4088,47420,1574,27382,3920,14351,9111,43699,14694,56945,414193.7779181,410339.9274776,3853.8504252999996,408034.6677952,11.16666667,6.305555555722222,5.5,291,248.9,229.3
01115,AL,St. Clair County,"St. Clair County, Alabama",727,91719,8608,73218,1873,38133,4295,27658,6180,68872,24843,89637,418141.1314654,404202.9207584,13938.2107185,397072.4182074,10.5,5.5213675213333335,5.5,1634,259.8,246.2
01117,AL,Shelby County,"Shelby County, Alabama",1071,223916,45813,90618,3662,89612,5836,67810,15966,164048,59991,221793,518082.3553494,502634.7350197,15447.6203278,466212.9524741,14.16666667,6.360119047651786,6.333333333,881,279.2,268.1
01119,AL,Sumter County,"Sumter County, Alabama",483,12196,901,31726,382,6329,1531,3324,1474,8492,3010,12050,584523.401477,578436.1219050001,6087.279589,571154.841397,8,4.154761904714285,3.8333333334999997,0,231.6,203.7
01121,AL,Talladega County,"Talladega County, Alabama",507,81105,5623,52457,2934,38088,5729,23275,9084,60305,21944,77958,486594.5009513,471539.209208,15055.29175,425761.40258480003,11.33333333,5.487654320962963,5.166666666499999,1989,249.9,232.9
01123,AL,Tallapoosa County,"Tallapoosa County, Alabama",464,41251,3380,53282,1814,22777,6339,12409,4029,31772,10754,40597,490391.9354705,458563.9424841,31827.9929934,455195.5897811,11,5.092592592611111,4.333333333,137,252.5,235.7
01125,AL,Tuscaloosa County,"Tuscaloosa County, Alabama",764,231558,25838,61645,6434,101330,16587,52792,31951,167601,53530,229518,864781.9370378,845331.5717147,19450.3653048,808215.1565647,12.83333333,6.813043478182609,7,615,261.8,245
01127,AL,Walker County,"Walker County, Alabama",480,64978,4268,52987,1550,30127,5409,19152,5566,49314,16669,64152,515312.4152489,506230.3298593,9082.0853817,483060.3495813,12.66666667,5.255747126551724,4.833333333,309,252.8,237.4
01129,AL,Washington County,"Washington County, Alabama",405,15434,707,51184,379,7779,2273,4868,638,12102,4050,15291,696667.08187,691316.69157,5350.3903241,676267.03721,7.5,3.921568627411765,3.666666667,67,246.9,228.4
01131,AL,Wilcox County,"Wilcox County, Alabama",378,10441,554,38208,401,5314,1735,2844,735,7828,2288,10241,580717.7679589,568595.6534789,12122.1144272,568281.3462689,7.666666667,4.527777777916667,3.583333333,38,228.8,202.2
01133,AL,Winston County,"Winston County, Alabama",411,23655,1384,49494,452,13091,3988,7122,1981,18205,6502,23299,404386.8743524,392299.4334634,12087.44086,303690.3315324,10.66666667,5.043478261,4.333333333,56,253.7,240.3
02013,AK,Aleutians East Borough,"Aleutians East Borough, Alaska",814,3407,339,79961,106,1089,190,529,370,2194,549,3401,9610095.496,4470410.1399,5139685.356,210423.11268999998,6.833333333,5.722222222,5.833333333,0,253.3,233.4
02016,AK,Aleutians West Census Area,"Aleutians West Census Area, Alaska",1496,5219,508,100662,110,1403,434,268,701,2907,537,5016,9034351.7871,2812385.6559,6221966.1323,22468.084265999998,6,4.555555555333333,4.333333333,2,261.5,246.6
02020,AK,Anchorage Municipality,"Anchorage Municipality, Alaska",1285,290674,44340,95731,7747,118938,11804,68356,38778,206277,68213,278400,1244164.0774899,1092328.1228795,151835.9545864,304130.558417587,18.83333333,10.922897196126168,11.83333333,1406,280,267.6
02050,AK,Bethel Census Area,"Bethel Census Area, Alaska",1253,18538,532,64094,1265,6003,1438,2693,1872,11662,3420,18243,29157173.0326488,26003030.223115,3154142.8136197,3943823.2952550002,6.333333333,4.388888889083334,4.833333333500001,161,247.6,228.9
02060,AK,Bristol Bay Borough,"Bristol Bay Borough, Alaska",994,854,139,94167,12,875,591,144,140,642,179,839,543148.3963035999,308460.8614036,234687.5349,158613.76180359998,7.333333333,4.833333333,4.833333333,0,271.5,258
02070,AK,Dillingham Census Area,"Dillingham Census Area, Alaska",951,4854,329,69412,247,2417,1033,841,543,3305,1024,4834,13202233.037814999,11731994.392585998,1470238.6451308,1253305.045182,8.666666667,4.638888888833333,4.083333333,0,262.4,246.7
02090,AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",1228,96299,12039,81655,2458,42772,6948,21494,14330,67566,22854,88238,4758259.2874049,4690833.9540401995,67425.3341468,1885934.5972508,12.83333333,6.416666666532258,6,426,284.3,273.1
02100,AK,Haines Borough,"Haines Borough, Alaska",792,2079,238,68276,36,1410,624,548,238,1397,447,2071,1757022.656103,1500464.695296,256557.9615063,464077.4550988,8.5,6.166666666666666,7.333333333,0,280.8,267.8
02105,AK,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, Alaska",846,2329,375,62344,191,1708,841,646,221,1988,487,2329,6123860.930846,4196051.3012384,1927809.6290773,12128.7208242,7,6.04166666675,5.833333333500001,0,262.9,247.4
02110,AK,Juneau City and Borough,"Juneau City and Borough, Alaska",1325,32108,5922,95711,762,14073,1056,8365,4652,24347,7467,31370,2082963.4564889001,1730506.6783225,352456.7779852,468179.50587998,17.83333333,10.543478260695652,11,308,287.3,276.6
02122,AK,Kenai Peninsula Borough,"Kenai Peninsula Borough, Alaska",976,59235,7313,76272,1971,32567,9366,17808,5393,44250,13741,58090,15820706.722612001,10254618.3907705,5566088.3344782,431972.6295781,9.5,5.3166666667,4.75,947,273.8,260
02130,AK,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, Alaska",1109,13910,1908,82763,300,6615,1047,3656,1912,10549,3573,13609,4257778.663228599,3108364.429526,1149414.2337022,9106.438053330001,13.16666667,7.153846153769231,6,69,274.6,261.9
02150,AK,Kodiak Island Borough,"Kodiak Island Borough, Alaska",1517,13065,1655,91138,373,5798,1383,2500,1915,8538,3204,12068,7734364.2745519,4233740.3690788,3500623.9058656,8482.9859292,9.333333333,6.2499999999,6.666666666499999,0,269.8,256.9
02164,AK,Lake and Peninsula Borough,"Lake and Peninsula Borough, Alaska",775,999,56,61607,79,1380,1054,219,107,699,243,998,21716691.931,15298689.409,6418002.525,1306698.215,6.166666667,6.083333333500001,6.083333333500001,0,256.9,239
02170,AK,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",1105,108661,10907,86435,3446,50491,11201,30043,9247,77052,27830,105527,16176473.8778,15816688.991313001,359784.8865121,3590687.5100377,10.33333333,5.411564625734694,5.333333333,751,277.2,264
02180,AK,Nome Census Area,"Nome Census Area, Alaska",1182,10018,433,70121,746,4116,1330,1745,1041,6358,2048,9817,18105361.0643679,14700491.4302679,3404869.63266,3479795.577480326,13.16666667,6.8500000006,5.75,123,251.3,232.3
02185,AK,North Slope Borough,"North Slope Borough, Alaska",1096,10924,725,83472,470,2625,457,1012,1156,8033,1555,10900,60688546.491790004,56846404.49059,3842142.00031,9839213.02474,6.833333333,5.222222222,5.833333333,0,264.3,249.7
02188,AK,Northwest Arctic Borough,"Northwest Arctic Borough, Alaska",1169,7682,425,77647,482,2726,950,1083,693,4795,1327,7652,25996091.6209233,22824435.7611233,3171655.8597399998,2882524.15457385,11,6.5740740741111114,6,8,245.8,226.1
02198,AK,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, Alaska",595,5799,566,61779,224,3252,918,1695,639,4463,1495,5793,6981936.0306795,3368738.1999661,3613197.8306421,100980.00678819,10.66666667,5.5666666669,6.416666666499999,0,264.5,247.8
02220,AK,Sitka City and Borough,"Sitka City and Borough, Alaska",1034,8462,1391,95261,230,4138,679,2231,1228,6207,2181,8013,3081624.445963,1836769.7196676,1244854.7263047,793.226309709,19.66666667,12.151515152454545,13,3,279.4,266.7
02230,AK,Skagway Municipality,"Skagway Municipality, Alaska",957,1303,214,79583,96,631,221,269,141,1054,194,1303,284823.5806,277711.025,7112.555558,88204.65402,6.833333333,6.833333333,6.833333333,0,276.2,264.3
02240,AK,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, Alaska",1025,6888,622,75378,195,3537,1348,1642,547,4882,1462,6757,16072039.435083,15886236.009662,185803.4202006,4878334.839026,8.166666667,5.888888889,5.916666666499999,0,268.8,253.9
02275,AK,Wrangell City and Borough,"Wrangell City and Borough, Alaska",790,2134,217,61000,29,1350,422,605,323,1594,498,2115,2224980.3820635,1635801.2630115,589179.118552,449.825603112,11.33333333,6.16666666575,6,0,267.4,253.9
02282,AK,Yakutat City and Borough,"Yakutat City and Borough, Alaska",1055,564,38,76875,6,420,189,129,102,395,160,561,5863764.136,4878791.66,984972.4759,2695209.01,7.166666667,7.166666667,7.166666667,0,266.2,252
02290,AK,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, Alaska",640,5355,333,47826,294,4018,1940,1504,574,3789,1125,5330,94635375.206,93166296.545,1469078.66622,11124909.6392,6.833333333,5.185185185333333,5.166666667,0,253.3,233.9
04001,AZ,Apache County,"Apache County, Arizona",405,66054,3475,37483,1906,29032,9246,15838,3948,47054,12899,65317,7179784.1851957,7166402.9387889,13381.24633,6360726.2172202,12,4.1545454546,3.5,428,247.4,228.1
04003,AZ,Cochise County,"Cochise County, Arizona",731,125504,14684,58421,3220,59056,9376,34882,14798,88850,30471,117864,3978518.2274304,3974152.474237,4365.753162800001,2980413.8964473,13.33333333,6.160130719029412,6.083333333500001,2780,260.6,245.5
04005,AZ,Coconino County,"Coconino County, Arizona",1223,144705,20215,67266,5093,69233,17240,30705,21288,101799,30501,144017,11943301.1412356,11914481.5194816,28819.6219065,7237125.0301938,18.33333333,8.21088435360204,6.833333333,543,269.8,255.1
04007,AZ,Gila County,"Gila County, Arizona",785,53419,4700,55242,1395,32519,9805,17178,5536,41381,13858,52314,3069047.7888799,3045051.0372405,23996.7515298,1293935.5173804,13.33333333,5.455555555444445,4.5,393,259.7,244.3
04009,AZ,Graham County,"Graham County, Arizona",630,38453,2192,64089,893,13755,1737,8824,3194,25006,8643,35524,2969668.1183709,2957936.7339198003,11731.384834,1858286.158581,13,5.701149425310345,5.333333333,3341,254.3,237.7
04011,AZ,Greenlee County,"Greenlee County, Arizona",375,9483,774,73756,129,4409,1105,1857,1447,6709,2148,9446,1182342.4859648999,1178944.7077769001,3397.7782022,270462.9307909,5.5,3.79166666675,3.6666666670000003,33,254.1,237.9
04012,AZ,La Paz County,"La Paz County, Arizona",541,16681,1103,46634,657,13692,4781,6092,2819,12563,5326,16548,2886637.9692261,2877606.061473,9031.9077729,1066734.554727,12.16666667,4.659090909454545,4.166666667,232,241.1,225.3
04013,AZ,Maricopa County,"Maricopa County, Arizona",1251,4430871,655112,80675,108652,1821463,155903,1071054,594506,3035031,1091800,4391794,5903952.9060392,5888299.6772412,15653.2290244,3254090.06929185,19.83333333,11.323752494896606,12,18745,265.4,250.6
04015,AZ,Mohave County,"Mohave County, Arizona",814,214229,14796,53592,6118,118073,22904,69067,26102,169672,59493,210649,8614599.4731452,8532204.5856139,82394.8871358,2464801.1135243,17.33333333,7.39689265520339,6.416666666499999,1912,253.4,237.8
04017,AZ,Navajo County,"Navajo County, Arizona",579,107110,7133,50335,3647,56556,18991,27163,10402,76209,26486,104663,6373856.4789079,6367894.9926183,5961.486416000001,5750923.5114355,12,5.320512820461539,5.25,1703,254.8,237.7
04019,AZ,Pima County,"Pima County, Arizona",902,1042393,140892,64323,28849,471058,47983,271377,151698,752867,256950,1019461,5881896.663067,5880633.3716822,1263.291337,3985021.33349421,20,10.712962963041269,11.66666667,8352,261.9,246.5
04021,AZ,Pinal County,"Pinal County, Arizona",1061,433338,43734,73313,11752,175474,23984,120657,30833,300355,110056,412632,3439716.3900151,3434195.096305,5521.2938268,2757241.634361,13.33333333,5.9480737018241205,5.833333333,25222,255.3,240.3
04023,AZ,Santa Cruz County,"Santa Cruz County, Arizona",583,47838,4308,51885,2074,18811,2160,11190,5461,28671,12141,47630,791936.0979738,791172.9347191,763.1631609,339822.16515939997,12.16666667,5.7272727274848485,5.166666667,49,232.5,214
04025,AZ,Yavapai County,"Yavapai County, Arizona",959,237830,31291,62430,4900,121829,15287,77893,28649,189817,65207,236398,5201511.5958966,5198669.5567056,2842.0394300000003,2575413.8285742,17.16666667,7.128654970754386,6.416666666499999,551,268.7,255.2
04027,AZ,Yuma County,"Yuma County, Arizona",763,204374,14038,56439,6773,92808,18130,51575,23103,122812,54314,196063,3532053.8860045997,3528780.1469028,3273.7394381,2018945.80585387,18.66666667,10.012910797964789,10.83333333,3483,233.8,217.5
05001,AR,Arkansas County,"Arkansas County, Arkansas",496,17024,1237,58695,511,8717,2158,4345,2214,12771,4147,16787,661583.5829881,632826.3484471,28757.2345915,547988.2921374,12.66666667,6.166666666476191,6,80,251.2,233.6
05003,AR,Ashley County,"Ashley County, Arkansas",432,19018,1090,44804,421,9432,2238,5347,1847,14292,4461,18879,601925.719414,592216.8945758999,9708.8248794,556618.0388649,7.666666667,5.158730158666667,5.333333333,80,248.3,229.7
05005,AR,Baxter County,"Baxter County, Arkansas",621,41801,4004,47403,831,22747,3726,14142,4879,33812,11618,41437,375511.9042568,354713.0722468,20798.832012,238392.0314978,12.66666667,6.033333333466667,5.416666667,51,265.4,252.6
05007,AR,Benton County,"Benton County, Arkansas",890,286528,43246,85269,4194,114425,10261,70667,33497,190297,76216,284862,565927.5129187,542644.9028797,23282.6100477,509338.0002808,12.5,6.621980676311594,6.333333333,46,266.2,253.6
05009,AR,Boone County,"Boone County, Arkansas",519,37662,2892,52275,754,17354,2182,10640,4532,28566,10021,37286,385271.5788476,377588.695013,7682.8838559000005,370451.585476,11.83333333,6.434782608391305,6.166666667,72,264.4,251.3
05011,AR,Bradley County,"Bradley County, Arkansas",395,10461,620,43688,222,5112,1525,2329,1258,7268,2165,10372,417857.8127405,415501.6648765,2356.14792,396921.1139775,9.5,5.249999999916667,4.833333333,53,241.5,220.1
05013,AR,Calhoun County,"Calhoun County, Arkansas",480,4773,266,60237,165,2476,978,1295,203,3688,1060,4722,404725.47916,402272.72853,2452.7506763,402258.09757,6,4.5333333332,5.333333333,27,247.8,229.2
05015,AR,Carroll County,"Carroll County, Arkansas",530,28362,2932,56826,383,13858,2501,8682,2675,20026,7957,28080,408758.056058,403223.620466,5534.4355931,395741.881154,8.5,5.101851851833334,5.416666666499999,95,258.1,243
05017,AR,Chicot County,"Chicot County, Arkansas",373,10234,889,36593,405,5131,1123,2723,1285,7134,2382,9542,442096.1700496,412616.24285670003,29479.9272247,412595.7066189,12.66666667,5.93055555575,5.666666666499999,578,236.5,212.8
05019,AR,Clark County,"Clark County, Arkansas",530,21469,2161,48071,421,10039,2084,4964,2991,14646,4829,21219,564998.5839287,554277.492881,10721.0910335,550727.1543823,13.16666667,6.315789473842106,5.5,43,260,242.3
05021,AR,Clay County,"Clay County, Arkansas",409,14537,898,44685,376,7514,1451,4455,1608,11366,3822,14446,410510.2465816,409250.5965246,1259.6500714,392479.4339226,9,5.166666666578948,5.166666667,71,250.1,235.1
